relative_path,size_bytes,sha256
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\2f11a7e3716a1bd7__Rovi_Q1_2024_PressRelease_ENG_p012.txt,2012,2f11a7e3716a1bd71358014dbdf0800ea9a45bfbbc52b2eca1c527c77fe445c8
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\2f14cf85344a1201__Rovi_Annual_2024_ES_p288_t03.csv,158,2f14cf85344a12016cb8f5bc67519d2c2be9d62b2df16e5fa5d2e0d892786747
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\2f247b26aeec4d9a__Rovi_Annual_2018_ENG_p016.txt,3818,2f247b26aeec4d9a70998c73fd783531ee3bb7839f5f5feb20cf4b65efe1adfc
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\2f52740a4f416558__Rovi_Annual_2016_ES_p036_t00.csv,213,2f52740a4f41655870bf0abc1d6993441ba678c4bbef7577f4891bde950426f6
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\2f649a4e82d8bfd1__Rovi_H1_2024_ENG_p051.txt,4315,2f649a4e82d8bfd1175a691468551850eaef2b4d14960ad122800194aea4f3c9
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\2f6b91e4c422e0cf__Rovi_Annual_2017_ENG_p040_t00.csv,716,2f6b91e4c422e0cf8fe2449cb8b0000f1352094975c65b6152587ff61d89f6a4
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\2f717603f79c8bdf__Rovi_Annual_2021_ENG_p130.txt,2344,2f717603f79c8bdfabfdadd42e438025bc743bbd126102b50e7bf87f33f435f6
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\2fa25e5a00929bf6__Rovi_Annual_2017_ENG_p282_t01.csv,1308,2fa25e5a00929bf60b1ad37d33be389a9888368113036e65a882028d0f1958c1
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\2faab4250ed918cd__Rovi_Annual_2016_ES_p026.txt,3381,2faab4250ed918cd3436065738d69e183a89c401838a031a3ce20249495549e3
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\2fadf2d9f1216ee5__Rovi_Annual_2020_ENG_p218.txt,2103,2fadf2d9f1216ee5193d9e3027c41ff83796022d52eb0093b1a813513e97540a
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\2fb10519dccbff4c__Rovi_Annual_2019_ENG_p211_t02.csv,334,2fb10519dccbff4c467ce351cff304dda5225efb800b38ca54c711f8147e680f
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\2fbe53e33a1d9a9c__Rovi_Annual_2017_ENG_p218.txt,3516,2fbe53e33a1d9a9c410afec05e5384e7dad6594ce57c47fef94420dfcf1efe4a
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\2fd65b6220ffb5f4__Rovi_Annual_2017_ENG_p065_t02.csv,226,2fd65b6220ffb5f40d53ff9d18e28e2e9d13951dc6a7a6e1bb74542ecfa86279
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\2fde45c7a79dd21f__Rovi_Annual_2017_ENG_p159.txt,3615,2fde45c7a79dd21fdf7d5475c5b5a57ed799fc70ede24315e0e664ae066c377f
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\2fe036da440a2b6e__Rovi_Annual_2023_ES_p286_t01.csv,67,2fe036da440a2b6e4948c48895c61febfb629692a7845dbe180a0a194937445b
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\2fe48cb2f41dcf92__Rovi_Annual_2019_ENG_p174_t01.csv,681,2fe48cb2f41dcf92c9a0178488524e529dff6087d3cf61fd5debd541240cc944
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\2fe4a79269726ed3__Rovi_Annual_2017_ENG_p003_t00.csv,2566,2fe4a79269726ed32717a90becee082aca5a6d84d27efdedb0f7a56343fde55b
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\2fe529d3540b9c48__Rovi_H1_2024_ENG_p036.txt,5306,2fe529d3540b9c4835180e85bb889ade09779781db12ea7deaf8eca0972bbca4
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\2fea89f600f74403__Rovi_Annual_2018_ENG_p387_t01.csv,482,2fea89f600f744033649782a990d4f607754033004eb40a9d8378cfde6222fac
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\3018013e48035177__Rovi_Annual_2021_ENG_p012.txt,2059,3018013e48035177d294c1dcf76ffaee8f63aa9b889a594ada37052565dd3a54
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\30208a4b072b1b4f__Rovi_H1_2025_ENG_p019_t07.csv,727,30208a4b072b1b4f00915dfba77a8e67fa7bddbd9405e7bfc33b3e891a5f0a14
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\30218e910fa76d46__Rovi_Annual_2025_ES_p351_t00.csv,180,30218e910fa76d46c9c2bd225218db9161245424f36fb62496172e4f9df23e33
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\3024070f12eeecb2__Rovi_Annual_2024_ENG_p051_t00.csv,248,3024070f12eeecb2a0165fcfb410c816dd5b34f1ffc4500c425d57c6343ac3ac
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\303878bd94dcdfe5__Rovi_Annual_2023_ES_p252.txt,3143,303878bd94dcdfe5e40d99a71adf41600e8210b4f445f6ecc9cb278efc1000bf
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\304a9ead3c9fea14__Rovi_H1_2024_ENG_p037.txt,6400,304a9ead3c9fea1428907b8552a0e25aa2e03da14d5006a3e839a72ec1d7fe1e
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\304b46daf575d8dd__Rovi_Annual_2020_ENG_p250.txt,296,304b46daf575d8ddbe3585f115210b1c1bd4d5d4adc5f4f822e2b0478aaec8a6
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\304c5d656e2a6082__Rovi_Annual_2024_ES_p374.txt,3321,304c5d656e2a6082c159afb7af230acdfac4c22370ae2e289c62b02bdbdc8702
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\30756830440a1616__Rovi_Annual_2023_ES_p321_t02.csv,309,30756830440a1616d9fd9bd68a6465b84e7103cc874f65be042e3de2a67228cb
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\307e614e99202ec1__Rovi_Annual_2020_ENG_p112_t01.csv,104,307e614e99202ec1621ba62488629656289a898ac5788728153abb5872c79274
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\30826c5267460984__Rovi_Annual_2023_ES_p163.txt,5558,30826c52674609848991f8e946c6b05275bd55ee5a62372f601bce527775f984
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\3086e6fb87f7fe3f__Rovi_H1_2024_ENG_p038_t11.csv,251,3086e6fb87f7fe3fda9d1e56cdb7f5dd86aa4a29fd16824b198daa8beabfd4a2
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\3096501c145217f8__Rovi_Annual_2017_ENG_p277_t00.csv,86,3096501c145217f8628c36c66173a51d35fa26a611f614a3f4f4d474bd6d0131
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\3097e713c616fee7__Rovi_Annual_2018_ENG_p036.txt,1468,3097e713c616fee7fd45555362f8afd0baba3ecb878ea8bde07181383cf95a85
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\309bdb57020b6c25__Rovi_Annual_2024_ENG_p267.txt,3065,309bdb57020b6c2544f146c641621c9265a0ee8780d349176d97ff6d86f63c02
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\30a6699bee64afb2__Rovi_Annual_2025_ES_p321_t00.csv,1181,30a6699bee64afb2a8c96ebbe2b23f59514f65cfc091a9da6b1454df78d15a96
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\30a952fffbaa0c17__Rovi_Annual_2023_ES_p304_t01.csv,332,30a952fffbaa0c17fad07446489e55126df1297332f9824c7ab38c9944217ac3
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\30ad059793a525b5__Rovi_Annual_2017_ENG_p293.txt,676,30ad059793a525b5b58249610e3c17aca47f482ddf3e11bff6e6b1afd2ff3e70
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\30b344fdd6776efd__Rovi_Annual_2024_ENG_p226_t01.csv,70,30b344fdd6776efdaa2b13748e61a1ee9b3517b474c2dbdaaa669a5f081bb0a5
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\30ba4deed9ce13c7__Rovi_Annual_2020_ENG_p278.txt,3970,30ba4deed9ce13c76fff88ae6589f0643154742b59506c30e71966c23fc778ae
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\30bb9ac29ae5d08a__Rovi_H1_2024_ENG_p023_t01.csv,323,30bb9ac29ae5d08a7330c09bb982f3f7c0180560864c9c7e6e99312723e667eb
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\30c30cab72cad859__Rovi_Annual_2018_ENG_p066_t00.csv,332,30c30cab72cad85996b97d2702dc7d1ac658090c222bfcf8e706b2d97b6610c6
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\30dab768897e524e__Rovi_Annual_2025_ES_p147.txt,3632,30dab768897e524ec0f02673c2dca47b9d9c4436696a84c4cb9b4bb02305ef85
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\30df731971c70f87__Rovi_Annual_2024_ENG_p103.txt,4492,30df731971c70f872092d9d2a47e2a56905e4870857548da47110f3b5c306d96
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\30e108b02f18fbe3__Rovi_Annual_2019_ENG_p206_t01.csv,65,30e108b02f18fbe3fc9e776a4f857628dadae7832a1f3a27daf5102fdcb0a3be
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\30e77bb9219ed383__Rovi_Annual_2024_ENG_p036.txt,3146,30e77bb9219ed38375a21401e33e7a83407ac0fd5da1184ad88026d36c06ca86
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\30ea05c6ecefa95b__Rovi_Annual_2024_ENG_p225.txt,3072,30ea05c6ecefa95b3cd783bd61f87ae1426fe3e999965e2ba91f2edb2c0310a5
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\30eb6389693e0905__Rovi_Annual_2016_ES_p039.txt,2542,30eb6389693e09051309f7db6a8699f587083787d6d79505c77a7593218c7eda
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\30eb7165d2740435__Rovi_Annual_2025_ES_p380_t00.csv,379,30eb7165d2740435da6d57ff13f17fab31c7804fcc4b2cad622b95a7db7e998d
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\30ecf0231bd89995__Rovi_Annual_2024_ES_p114.txt,4359,30ecf0231bd8999599629fd82192ab12b1fee18187e38262cbe4e1e07455cc6a
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\30f031357e5d474d__Rovi_Annual_2025_ES_p264.txt,4366,30f031357e5d474dbbc720d3a871944d3788c1c6a79f7ec8eb59c2485c9f1acd
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\31003aa8cbd25016__Rovi_H1_2024_ENG_p024_t03.csv,198,31003aa8cbd25016b8a7cbb569f1abf65717844a5aabe671b43de52bf357f583
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\31030f3952742aae__Rovi_Annual_2022_ES_p149_t02.csv,127,31030f3952742aae86c03ca1715bfdb3b621cd45fb4f09c078dfe226dad7b4db
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\31174d54cb592c1f__Rovi_Annual_2018_ENG_p059.txt,1833,31174d54cb592c1fe0c099f83cba0710c5e69d90c671b38ac9248d2dbb24b037
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\311b16e1f0f4e9e4__Rovi_Annual_2023_ES_p284_t05.csv,110,311b16e1f0f4e9e45789c074e4e49ba9b519da85512338f9424d5508c483b78e
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\312fb62e432d46d5__Rovi_Q1_2025_PressRelease_ENG_p028_t00.csv,297,312fb62e432d46d5610c213b0d1f70c9eab0757b6d794fc30b5b8775ca7b6c62
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\3136ddc16182bbf1__Rovi_Annual_2021_ENG_p014_t00.csv,112,3136ddc16182bbf100b00f57c3001569725ceb1d317ea32a1c6793db0270301d
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\31379ba414bbc82c__Rovi_Annual_2016_ES_p179_t00.csv,688,31379ba414bbc82cdeff9a0253c874aa73639a4788ce7690e2d53aa991dd885c
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\3152a71b2b280c2c__Rovi_Annual_2017_ENG_p145_t00.csv,796,3152a71b2b280c2c0142e4f6bedff486a5a740ede29815d6acbff0f2e767299a
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\315ddad945ebb7ee__Rovi_Annual_2025_ES_p225.txt,1823,315ddad945ebb7eed3870e7103021fe6992dde8d162f41c5b911622663c295ce
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\316fe9dd5e428969__Rovi_Annual_2018_ENG_p272.txt,2120,316fe9dd5e4289696f527e84885b677fdca459c47089936288604326b00b0140
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\31776f05c736f7e7__Rovi_Annual_2020_ENG_p167.txt,1688,31776f05c736f7e7f48f6e0117c6f291afc265be4989127a54a7a3a6c463d1b0
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\31790be74c0ee415__Rovi_Annual_2018_ENG_p292_t00.csv,45,31790be74c0ee4153045f4eb548b9f81eb2227f37b683a2767128106aab8b92c
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\319a78f94f9971b4__Rovi_Annual_2024_ES_p050.txt,3234,319a78f94f9971b464483ff6b47a5d6bb21b17f745ef90eca9bf0d4b09e18d77
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\319e7d5120f9aafb__Rovi_Annual_2022_ES_p012_t00.csv,1642,319e7d5120f9aafb68c429652c8bf46ccf6c57b364615488e3715e01c2ffbf4f
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\31abd9cb5a670e96__Rovi_Annual_2023_ES_p186_t00.csv,68,31abd9cb5a670e96184f3554553370a0541a2cd41055211ed7f645ae476b0988
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\31ae3ec21d372b92__Rovi_Q1_2025_PressRelease_ENG_p029.txt,1064,31ae3ec21d372b92d8c3c08564eb475b0d913060e89562ef3a54bc2e7b532f15
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\31b0242ef2c1f421__Rovi_Annual_2018_ENG_p270.txt,2895,31b0242ef2c1f421f161638186b345402808029577ccc7d3ee2f4906705a5991
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\31b10a6f13c36058__Rovi_Annual_2020_ENG_p386.txt,2203,31b10a6f13c36058056f4ba10a375b1ad0da0c3f5e9fe6213028e58103a8195e
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\31b9c5161920b969__Rovi_Annual_2019_ENG_p071_t00.csv,635,31b9c5161920b969bfada8fabbae1e5ee7e3a1574058fb5d774065b6d525dad9
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\31bebd30b6f6f148__Rovi_Annual_2017_ENG_p067_t01.csv,301,31bebd30b6f6f1485d0d5b0df8322857915d3e0ae47361cd3509683e975bec51
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\31c98aafa6256caf__Rovi_Annual_2024_ENG_p152_t01.csv,131,31c98aafa6256cafcb5ffae99c22830a01d15abc6cff2ee702b39f4dfa9b114c
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\31cb20b1055249c2__Rovi_Annual_2017_ENG_p216.txt,3008,31cb20b1055249c2bf700aa16bdcff33a772b4dfa51c84799b14c003c33e46c8
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\31d5c96f199523d5__Rovi_Annual_2024_ENG_p134_t00.csv,239,31d5c96f199523d5f80d6d0e03d8e598181e6d04f5ac9a4b5e8ccd035834f35c
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\31debc4b05fdc138__Rovi_Annual_2025_ES_p086.txt,5541,31debc4b05fdc138db64e3a4796e2206bed864d4a99228236ca60540ae5021df
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\31e1b0e2ad876e3d__Rovi_H1_2025_Presentation_ES_p011.txt,622,31e1b0e2ad876e3d5b959302477f660b286b86d74acab31c3d3b4754b8ceca95
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\31f20119afe10758__Rovi_Annual_2024_ES_p194_t07.csv,104,31f20119afe1075852f4d472799240e6e4c03cff4ad5895293900c58d96cd231
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\31f6529ea5ba77d7__Rovi_Annual_2017_ENG_p062.txt,1795,31f6529ea5ba77d7e272936c98effd2ec408a1b7236042df8acd2b93b1838ffe
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\31fa016e891af57d__Rovi_Q1_2024_PressRelease_ENG_p033.txt,762,31fa016e891af57d004ce6f3aa382d6b4089f7d5801c3fd84fb83ba9fcd03b14
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\32006ef39c253d5f__Rovi_Annual_2017_ENG_p208.txt,3296,32006ef39c253d5f93ccec84368a476903f89feabd8b8668eb25f6216c0e9b21
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\320156d67077755c__Rovi_Annual_2025_ES_p072.txt,2917,320156d67077755cee5519e0e574ab8d3ca9ea27354a323a1f0292f3ed68f5d7
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\3210c070e7812a3c__Rovi_Annual_2020_ENG_p268_t01.csv,823,3210c070e7812a3cf55d5e9424e13a4452cd5f5b44e2e80db9b2dbf93b18e11f
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\321894ee64601972__Rovi_Annual_2018_ENG_p061_t00.csv,754,321894ee64601972b38f4eec10d81cf9c6f715c7d31eeb704947748ce8bc5558
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\321bfc08f1be70da__Rovi_Annual_2022_ES_p132_t00.csv,475,321bfc08f1be70da0a13d17ca4fd05d8072da3d31fd7fb1c29868559a7abd4f1
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\322061d6d6600141__Rovi_Annual_2023_ES_p143_t01.csv,44,322061d6d660014178b5cdc28f393a29ebab2831135b1572b020e370479bc822
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\322110031600fd90__Rovi_Annual_2024_ENG_p254_t02.csv,174,322110031600fd90cf628f605a6673edbab26a6db6bf1a38ac0f960b794be293
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\3228283349432f0a__Rovi_Annual_2024_ES_p297.txt,2596,3228283349432f0a0f4248a26ce1fc690e39960babae9f10641d80c0f4e5cc82
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\323cad661215fc2d__Rovi_Annual_2025_ES_p361.txt,2620,323cad661215fc2dbfba5b9f3ff4da27573981b5016fc5425c3f02fdc583b0a6
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\32460a8bcb69b01c__Rovi_Annual_2022_ES_p133.txt,3700,32460a8bcb69b01c6faf2af812915bef841573e02e110253e45ef681823eb935
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\324631d7a749fd22__Rovi_Annual_2016_ES_p266_t01.csv,1113,324631d7a749fd2268ca0ff944591b07b68aa10eeab71499c0331dcbba98a712
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\324903771adb48c6__Rovi_Annual_2022_ES_p017.txt,4562,324903771adb48c633b86eb75b3cc48eac9af818317de0d7396351bf1a66d71a
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\324d87e7bda6aa8e__Rovi_H1_2025_ENG_p065_t01.csv,1096,324d87e7bda6aa8ebda6f2aa9509a502b6ba3ac5fad6a7d042b1d268d0288607
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\3255df278acb7e8a__Rovi_Annual_2016_ES_p140.txt,3408,3255df278acb7e8ac25f1d7e338f76c6eb0a181311a6ed00ec636a88c61b0152
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\3257d7e9ec1663ce__Rovi_Annual_2024_ES_p366_t03.csv,8,3257d7e9ec1663ce3041e93565e475e0ab283d7f6b85f09201d75730f9a2f620
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\325c912585414477__Rovi_Annual_2019_ENG_p091_t02.csv,113,325c912585414477a3c2143475bc85bce0ced59f3d438814ef57ba2ed58d0270
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\326b38fceaf89f99__Rovi_Annual_2016_ES_p163_t02.csv,117,326b38fceaf89f996045119222db7cc2a0a5250cff72a801e263abdf04b43612
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\3299d2eca8c2539f__Rovi_Annual_2024_ENG_p042_t00.csv,211,3299d2eca8c2539fe4603094a45e396de1a21a81aa1fc3b77db8d1eb5ce0b498
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\329b7e2473cde235__Rovi_H1_2025_ENG_p018_t06.csv,160,329b7e2473cde23534b750b4e7038d8a8785cbe91413da79b2d10ef6461af688
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\32a053c73c0463e7__Rovi_Annual_2016_ES_p192.txt,1432,32a053c73c0463e74ebd865a9b5d9ef3c50ba5b965164c548f39a5f08cba7cec
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\32a2eafe392f9cb0__Rovi_Annual_2024_ES_p194_t06.csv,141,32a2eafe392f9cb0a536873a08a0e496fe6e25cf3312e2beb332cc32d7f15bac
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\32a98d809ca82d53__Rovi_Annual_2018_ENG_p239.txt,3901,32a98d809ca82d5310b96b513935c172e70c0a6cc5f0f312b700e466007798f7
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\32bc1fa7475cbf7d__Rovi_Annual_2022_ES_p032_t00.csv,610,32bc1fa7475cbf7df02b8f5b989b254bc41254dc54090276a0069d36d93ac310
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\32cac095f612e71d__Rovi_Q1_2024_PressRelease_ENG_p037.txt,2840,32cac095f612e71d4d1cecb186fa638bdf7cc49d872270c14549480c2aef129a
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\32d6c5bfee2f9c65__Rovi_Annual_2017_ENG_p068_t00.csv,213,32d6c5bfee2f9c6505c42d00818ce96fd0f10e06e64c173b777b5eea35ab0d97
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\32e6f5659f807ecc__Rovi_Annual_2023_ES_p011.txt,1413,32e6f5659f807ecc1a9cfeafd0dbcdebe99488ebb0297a2165c02e40a8e7b3d9
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\32f26fba70d5453b__Rovi_Annual_2018_ENG_p387_t00.csv,59,32f26fba70d5453b86f2d4f524a41e88c29b9c84a8c4355055524be887dfba60
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\32f89435ab88f6f1__Rovi_9M_2024_Presentation_ES_p022_t00.csv,2610,32f89435ab88f6f1c48ee71d346731ce3a5ae6d2baeae48b91f60735b8da491d
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\32f99136f86a1ff0__Rovi_Annual_2024_ES_p066_t00.csv,747,32f99136f86a1ff03b97195daa1c4c40aae8321c95925a6440963e88f9649cc0
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\330d32be74459b58__Rovi_Annual_2021_ENG_p138.txt,3213,330d32be74459b58da0e7eb92c08d6ceec68f7e84ac45197c6bd9239f0d5efca
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\331068a05e2a0041__Rovi_Annual_2025_ES_p231.txt,2363,331068a05e2a0041f8e8b244023751f0c2c4f4717e3ea401d1a95955633a68a3
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\33155aa9b5f53e52__Rovi_Q1_2024_PressRelease_ENG_p034_t00.csv,470,33155aa9b5f53e52f50229108c945559023096c8ce62aa80b68cd9b04060c976
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\3318c20056f15766__Rovi_Annual_2016_ES_p137.txt,632,3318c20056f15766d75f58019e301bf65d0daed001e70811002c79a2cb47b945
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\3321a628ed71bb0a__Rovi_Annual_2017_ENG_p157.txt,3159,3321a628ed71bb0a2412f6efd9498c0b7a4b40e81d6d8ebbfa14a410e8cda685
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\33257dd1e9267f7a__Rovi_Annual_2022_ES_p050_t00.csv,835,33257dd1e9267f7a67993af3c4894ab82499ff213036bbe83ba21c6c6e557a84
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\332e990d39c6b778__Rovi_H1_2025_Presentation_ES_p006.txt,1244,332e990d39c6b778c1be121e2b6c72f50ecf430a0507ecacc90bd064aae5ecbc
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\334f4c1f9b9d8939__Rovi_Annual_2025_ES_p038.txt,4795,334f4c1f9b9d8939729f27407d430da75f851091a57f6996e63a6cf6699d8067
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\33529cbe2341e749__Rovi_Annual_2016_ES_p023.txt,3495,33529cbe2341e749a4c5b54d3018b8f51806698f4c55e5d7c7c8b95f427f90db
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\335cf9edc4ebfff3__Rovi_Annual_2018_ENG_p167.txt,820,335cf9edc4ebfff32c27e0ef71d199dfba468e4cc83750c65695ac2ecf72513b
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\3369eb8e84336429__Rovi_Annual_2018_ENG_p388_t04.csv,132,3369eb8e84336429636a41c83a030b4469febc5708a4d38eaad5b8345b42e47f
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\336c9794f2db5386__Rovi_Annual_2022_ES_p132.txt,4122,336c9794f2db5386b174b9e74cd5d5031696bf6fa35d525b3458e97c777ca8c2
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\3393d7031f5b48ee__Rovi_Annual_2016_ES_p009.txt,1666,3393d7031f5b48ee19a2cd13eade2d4898df725816aacfa3fe834aab22deb77b
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\339677483adbf26d__Rovi_Annual_2024_ENG_p150.txt,3572,339677483adbf26d0f79b7334876eaefbc6f462396efb804cfa58baafe94dac7
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\339cd87b92335f13__Rovi_Annual_2023_ES_p308.txt,3116,339cd87b92335f131ddecbb1d1816ee8d836ce0239728988ab1bf417fc0a2464
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\339ed3b178611459__Rovi_Annual_2018_ENG_p222_t02.csv,215,339ed3b1786114591a361f9e68d04ce23c8595dcd6db0354bb5086221586ed12
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\33b15bf1bdf30dea__Rovi_Annual_2024_ENG_p013_t00.csv,1693,33b15bf1bdf30dea2f5b7a8d2d366fd1dac76de9e1e0022234bf5d715c2b48c1
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\33cf81e51e17fa8f__Rovi_Annual_2025_ES_p275_t01.csv,151,33cf81e51e17fa8f7b67216d390665cfb7134549d82193e549b7fe9719b22689
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\33d130ecc6ec3696__Rovi_Annual_2025_ES_p137.txt,4640,33d130ecc6ec36961b6617bc04cbb0e75aa777a54b580a6c32e1a1149ce484ef
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\33f14cd056765905__Rovi_Annual_2024_ENG_p306_t01.csv,9,33f14cd056765905c4906b7c6f626d853c180db859660657e503b786c594bba7
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\33f5376df62f3075__Rovi_Annual_2023_ES_p380_t00.csv,80,33f5376df62f3075d2d72bd705ab2f82be669554aa08ed8f37338ed0caf265ab
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\33f5a40262b69e63__Rovi_Annual_2016_ES_p257.txt,1355,33f5a40262b69e63b4d12f786d9d86ee46258c028a31ba427e211e24a71267dc
