fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,__period__,company,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda
2021-12-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-31,Teva Pharmaceutical,456000000.0,,,,,320000000.0,153000000.0,,380000000.0,,246000000.0,-501000000.0,,,,,,,,,,,,,33000000.0,201000000.0,,-152000000.0,,,,,,,,,,,,,,,,,,,,,,,
2021-09-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-30,Teva Pharmaceutical,529000000.0,,,,,329000000.0,146000000.0,,380000000.0,,288000000.0,-1177000000.0,,,,,,,,,,,,,26000000.0,-360000000.0,,302000000.0,,,,,,,,,,,,,,,,,,,,,,,
2021-06-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-30,Teva Pharmaceutical,218000000.0,,,,,305000000.0,113000000.0,,380000000.0,,481000000.0,-1000000.0,,,,,,,,,,,,,29000000.0,698000000.0,,222000000.0,,,,,,,,,,,,,,,,,,,,,,,
2021-03-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-31,Teva Pharmaceutical,-405000000.0,,,,,376000000.0,150000000.0,,380000000.0,,508000000.0,-493000000.0,,,,,,,,,,,,,31000000.0,-390000000.0,,84000000.0,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-31,Teva Pharmaceutical,331000000.0,,,,,395000000.0,176000000.0,,41000000.0,,141000000.0,-125000000.0,,,,,,,,,,,2402000000.0,,38000000.0,347000000.0,,162000000.0,,,,,,,,,,,,,,,,,,,,,,,
2020-09-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-30,Teva Pharmaceutical,307000000.0,,,,,381000000.0,143000000.0,,41000000.0,,157000000.0,-1057000000.0,,,,,,,,,,,,,29000000.0,-593000000.0,,-4339000000.0,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-30,Teva Pharmaceutical,273000000.0,,,,,382000000.0,131000000.0,,41000000.0,,313000000.0,-3000000.0,,,,,,,,,,,-598000000.0,,32000000.0,583000000.0,,53000000.0,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-31,Teva Pharmaceutical,305000000.0,,,,,399000000.0,128000000.0,,41000000.0,,252000000.0,-700000000.0,,,,,,,,,,,-1804000000.0,,30000000.0,-143000000.0,,25000000.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-31,Teva Pharmaceutical,538000000.0,,,,,416000000.0,119000000.0,,271000000.0,,430000000.0,-241000000.0,,,,,52000000.0,52000000.0,,,,,-734000000.0,,20000000.0,727000000.0,,76000000.0,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-30,Teva Pharmaceutical,325000000.0,,,,,413000000.0,169000000.0,,271000000.0,,224000000.0,-1461000000.0,,,,,52000000.0,52000000.0,,,,,924000000.0,,35000000.0,-912000000.0,,-308000000.0,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-30,Teva Pharmaceutical,-227000000.0,,,,,450000000.0,112000000.0,,271000000.0,,429000000.0,-35000000.0,,,,,52000000.0,52000000.0,,,,,-192000000.0,,30000000.0,167000000.0,,-671000000.0,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-31,Teva Pharmaceutical,112000000.0,,,,,443000000.0,125000000.0,,271000000.0,,272000000.0,-189000000.0,,,,,52000000.0,52000000.0,,,,,-52000000.0,,34000000.0,195000000.0,,-97000000.0,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-31,Teva Pharmaceutical,367000000.0,,,,,382000000.0,213000000.0,,26000000.0,,74000000.0,-499000000.0,,,,,22000000.0,22000000.0,,,,,93000000.0,,33000000.0,-58000000.0,,-3243000000.0,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30,Teva Pharmaceutical,421000000.0,,,,,474000000.0,139000000.0,,26000000.0,,347000000.0,-705000000.0,,,,,1200000.0,1200000.0,,,,,-14000000.0,,45000000.0,63000000.0,,-197000000.0,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-30,Teva Pharmaceutical,162000000.0,,,,,479000000.0,136000000.0,,26000000.0,,406000000.0,-56000000.0,,,,,10000000.0,10000000.0,,,,,-22000000.0,,47000000.0,501000000.0,,-166000000.0,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-31,Teva Pharmaceutical,1496000000.0,,,,,507000000.0,163000000.0,,26000000.0,,1039000000.0,-2091000000.0,,,,,22000000.0,22000000.0,,,,,-1418000000.0,,30000000.0,455000000.0,11000000.0,1134000000.0,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,Teva Pharmaceutical,1179000000.0,,,,,528000000.0,267000000.0,,266000000.0,,1592000000.0,-2506000000.0,,,,,152000000.0,152000000.0,,,,,0.0,,27000000.0,,,-11730000000.0,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-30,Teva Pharmaceutical,1117000000.0,,,,,527000000.0,212000000.0,,266000000.0,,-218000000.0,-825000000.0,,,,,188000000.0,188000000.0,,,,,,,31000000.0,,,610000000.0,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-30,Teva Pharmaceutical,741000000.0,,,,,577000000.0,193000000.0,,266000000.0,,-392000000.0,-651000000.0,,,,,410000000.0,410000000.0,,,,,,,35000000.0,,,-5970000000.0,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-31,Teva Pharmaceutical,470000000.0,,,,,480000000.0,202000000.0,,266000000.0,,1182000000.0,-1768000000.0,,,,,411000000.0,411000000.0,,,,,,,40000000.0,,,641000000.0,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-31,Teva Pharmaceutical,1425000000.0,,,,,332000000.0,333000000.0,,753000000.0,,-797000000.0,-701000000.0,,,,,410000000.0,410000000.0,,,,,1013000000.0,,41000000.0,,,-974000000.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-30,Teva Pharmaceutical,1461000000.0,,,,,577000000.0,221000000.0,,753000000.0,,-32301000000.0,25372000000.0,,,,,405000000.0,405000000.0,,,,,,,31000000.0,,,410000000.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-30,Teva Pharmaceutical,963000000.0,,,,,310000000.0,175000000.0,,753000000.0,,-225000000.0,279000000.0,,,,,376000000.0,376000000.0,,,,,,,28000000.0,,,242000000.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-31,Teva Pharmaceutical,1376000000.0,,,,,305000000.0,172000000.0,,,,-2417000000.0,267000000.0,,,,,367000000.0,367000000.0,,,,,380000000.0,,24000000.0,,,633000000.0,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-12-31,Teva Pharmaceutical,1615000000.0,,,,,335000000.0,248000000.0,,129000000.0,,-293000000.0,4715000000.0,,,,,290000000.0,290000000.0,,,,,439000000.0,,31000000.0,,,498000000.0,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-30,Teva Pharmaceutical,1093000000.0,,,,,315000000.0,170000000.0,,129000000.0,,-136000000.0,-1090000000.0,,,,,287000000.0,287000000.0,,,,,439000000.0,,26000000.0,,,116000000.0,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-30,Teva Pharmaceutical,1480000000.0,,,,,323000000.0,169000000.0,,,,-4917000000.0,1087000000.0,,,,,288000000.0,288000000.0,,,,,,,31000000.0,,,539000000.0,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-31,Teva Pharmaceutical,1354000000.0,,,,,335000000.0,185000000.0,,,,-219000000.0,93000000.0,,,,,290000000.0,290000000.0,,,,,-439000000.0,,29000000.0,,,444000000.0,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-31,Teva Pharmaceutical,1752000000.0,,,,,369000000.0,300000000.0,,230000000.0,,-347000000.0,-593000000.0,,,,,272000000.0,272000000.0,,,,,-500000000.0,,34000000.0,,,694000000.0,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-30,Teva Pharmaceutical,1424000000.0,,,,,361000000.0,212000000.0,,230000000.0,,-528000000.0,-329000000.0,,,,,294000000.0,294000000.0,,,,,-500000000.0,,18000000.0,,,863000000.0,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-06-30,Teva Pharmaceutical,1053000000.0,,,,,374000000.0,192000000.0,,,,-187000000.0,-819000000.0,,,,,299000000.0,299000000.0,,,,,,,26000000.0,,,745000000.0,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-03-31,Teva Pharmaceutical,898000000.0,,,,,404000000.0,225000000.0,,,,-388000000.0,-634000000.0,,,,,291000000.0,291000000.0,,,,,,,17000000.0,,,740000000.0,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-12-31,Teva Pharmaceutical,816000000.0,,,,,436000000.0,314000000.0,,399000000.0,,-316000000.0,-619000000.0,,,,,276000000.0,276000000.0,,,,,497000000.0,,22000000.0,,,377000000.0,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-09-30,Teva Pharmaceutical,444000000.0,,,,,419000000.0,228000000.0,,399000000.0,,-299000000.0,-256000000.0,,,,,264000000.0,264000000.0,,,,,497000000.0,,17000000.0,,,706000000.0,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-06-30,Teva Pharmaceutical,875000000.0,,,,,400000000.0,225000000.0,,,,-266000000.0,-748000000.0,,,,,268000000.0,268000000.0,,,,,-297000000.0,,7000000.0,,,-456000000.0,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-03-31,Teva Pharmaceutical,1102000000.0,,,,,387000000.0,264000000.0,,,,-266000000.0,-2260000000.0,,,,,281000000.0,281000000.0,,,,,-200000000.0,,18000000.0,,,626000000.0,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-31,Teva Pharmaceutical,1577000000.0,,,,,393000000.0,327000000.0,,-449000000.0,,-409000000.0,266000000.0,,,,,214000000.0,214000000.0,,,,,-494000000.0,,21000000.0,,,280000000.0,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-30,Teva Pharmaceutical,1048000000.0,,,,,412000000.0,249000000.0,,,,-249000000.0,-570000000.0,,,,,237000000.0,237000000.0,,,,,,,20000000.0,,,-84000000.0,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-30,Teva Pharmaceutical,1191000000.0,,,,,384000000.0,254000000.0,,,,-282000000.0,-761000000.0,,,,,230000000.0,230000000.0,,,,,-134000000.0,,21000000.0,,,859000000.0,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-31,Teva Pharmaceutical,756000000.0,,,,,519000000.0,274000000.0,,,,-194000000.0,-613000000.0,,,,,174000000.0,174000000.0,,,,,-533000000.0,,20000000.0,,,855000000.0,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12-31,Teva Pharmaceutical,1428000000.0,,,,,332000000.0,317000000.0,,,,-5491000000.0,4092000000.0,,,,,190000000.0,190000000.0,,,,,749000000.0,,22000000.0,,,505000000.0,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-30,Teva Pharmaceutical,482000000.0,,,,,247000000.0,276000000.0,,,,-1194000000.0,698000000.0,,,,,204000000.0,204000000.0,,,,,-254000000.0,,22000000.0,,,918000000.0,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-06-30,Teva Pharmaceutical,1324000000.0,,,,,224000000.0,226000000.0,,,,-240000000.0,-684000000.0,,,,,203000000.0,203000000.0,,,,,-95000000.0,,24000000.0,,,-644000000.0,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-31,Teva Pharmaceutical,900000000.0,,,,,266000000.0,234000000.0,,,,-676000000.0,-770000000.0,,,,,203000000.0,203000000.0,,,,,-400000000.0,,23000000.0,,,761000000.0,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-31,Teva Pharmaceutical,1102000000.0,,,,,250000000.0,234000000.0,,,,-216000000.0,-573000000.0,,,,,172000000.0,172000000.0,,,,,-400000000.0,,21000000.0,,,773000000.0,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-09-30,Teva Pharmaceutical,1194000000.0,,,,,259000000.0,175000000.0,,,,-5100000000.0,-204000000.0,,,,,167000000.0,167000000.0,,,,,,,18000000.0,,,1052000000.0,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-06-30,Teva Pharmaceutical,954000000.0,,,,,233000000.0,136000000.0,,,,189000000.0,1525000000.0,,,,,164000000.0,164000000.0,,,,,,,23000000.0,,,800000000.0,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-31,Teva Pharmaceutical,886000000.0,,,,,235000000.0,165000000.0,,,,-328000000.0,-175000000.0,,,,,165000000.0,165000000.0,,,,,,,18000000.0,,,714000000.0,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-12-31,Teva Pharmaceutical,957000000.0,,,,,76000000.0,370000000.0,,163000000.0,,-263000000.0,-213000000.0,,,,,127000000.0,127000000.0,,,,,,,38000000.0,,,380000000.0,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-09-30,Teva Pharmaceutical,1025000000.0,,,,,254000000.0,196000000.0,,,,-336000000.0,-897000000.0,,,,,126000000.0,126000000.0,,,,,,,16000000.0,,,649000000.0,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-06-30,Teva Pharmaceutical,658000000.0,,,,,257000000.0,151000000.0,,,,-175000000.0,-1131000000.0,,,,,134000000.0,134000000.0,,,,,,,16000000.0,,,523000000.0,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-03-31,Teva Pharmaceutical,733000000.0,,,,,157000000.0,160000000.0,,,,-142000000.0,-24000000.0,,,,,127000000.0,127000000.0,,,,,,,9000000.0,,,451000000.0,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-12-31,Teva Pharmaceutical,969000000.0,,,,,118000000.0,181000000.0,,348000000.0,,-3856000000.0,1963000000.0,,,,,90000000.0,90000000.0,,,,,,,-29000000.0,,,-688000000.0,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09-30,Teva Pharmaceutical,710000000.0,,,,,127000000.0,178000000.0,,348000000.0,,-154000000.0,-84000000.0,,,,,97000000.0,97000000.0,,,,,,,-29000000.0,,,637000000.0,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-06-30,Teva Pharmaceutical,806000000.0,,,,,122000000.0,180000000.0,,-230000000.0,,-242000000.0,-633000000.0,,,,,106000000.0,106000000.0,,,,,,,-360000000.0,,,539000000.0,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-03-31,Teva Pharmaceutical,746000000.0,,,,,126000000.0,142000000.0,,-118000000.0,,115000000.0,112000000.0,,,,,95000000.0,95000000.0,,,,,,,406000000.0,,,147000000.0,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-12-31,Teva Pharmaceutical,545000000.0,,,,,140000000.0,148000000.0,,-105000000.0,,-430000000.0,-156000000.0,,,,,79000000.0,79000000.0,,,,,,,-2000000.0,,,570000000.0,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-09-30,Teva Pharmaceutical,332000000.0,,,,,114000000.0,128000000.0,,-82000000.0,,-224000000.0,-243000000.0,,,,,73000000.0,73000000.0,,,,,,,5000000.0,,,525000000.0,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-06-30,Teva Pharmaceutical,437000000.0,,,,,130000000.0,110000000.0,,-39000000.0,,-2000000.0,1000000.0,,,,,75000000.0,75000000.0,,,,,,,2000000.0,,,515000000.0,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-03-31,Teva Pharmaceutical,499000000.0,,,,,137000000.0,156000000.0,,-195000000.0,,-697000000.0,36000000.0,,,,,72000000.0,72000000.0,,,,,-152000000.0,,11000000.0,,,342000000.0,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-12-31,Teva Pharmaceutical,764400000.0,,,,,104000000.0,117900000.0,,33100000.0,,33700000.0,-325300000.0,,,,,59200000.0,59200000.0,,,,,200000.0,,63400000.0,,,459900000.0,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-09-30,Teva Pharmaceutical,792800000.0,,,,,110100000.0,97700000.0,,-84800000.0,,-575200000.0,-253500000.0,,,,,58500000.0,58500000.0,,,,,,,63400000.0,,,606400000.0,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-06-30,Teva Pharmaceutical,212300000.0,,,,,127600000.0,102000000.0,,-69300000.0,,-332100000.0,18100000.0,,,,,56300000.0,56300000.0,,,,,,,,,,488400000.0,,,,,,,,,,,,,,,,,,,,,,,
2026-06-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,-576000000.0,2153000000.0,4142000000.0,1989000000.0,1989000000.0,149000000.0,317000000.0,250000000.0,2004000000.0,,-224000000.0,,200000000.0,,,,241000000.0,-455000000.0,121000000.0,,-576000000.0,,-260000000.0,-19000000.0
2026-03-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,369000000.0,1972000000.0,3981000000.0,2011000000.0,2011000000.0,652000000.0,304000000.0,222000000.0,1318000000.0,,-216000000.0,,201000000.0,,,,239000000.0,436000000.0,67000000.0,,369000000.0,,638000000.0,877000000.0
2025-12-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,480000000.0,2656000000.0,4711000000.0,2056000000.0,2056000000.0,300000000.0,367000000.0,267000000.0,2355000000.0,,-271000000.0,,292000000.0,,,,260000000.0,91000000.0,-390000000.0,,481000000.0,,372000000.0,632000000.0
2025-09-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,433000000.0,2304000000.0,4480000000.0,2176000000.0,2176000000.0,882000000.0,317000000.0,256000000.0,1422000000.0,,-237000000.0,,209000000.0,,,,249000000.0,648000000.0,214000000.0,,434000000.0,,855000000.0,1104000000.0
2025-06-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,282000000.0,2102000000.0,4176000000.0,2074000000.0,2074000000.0,455000000.0,305000000.0,244000000.0,1647000000.0,,-252000000.0,,203000000.0,,,,251000000.0,204000000.0,-78000000.0,,282000000.0,,406000000.0,657000000.0
2025-03-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,214000000.0,1877000000.0,3891000000.0,2014000000.0,2014000000.0,519000000.0,297000000.0,247000000.0,1358000000.0,,-225000000.0,,225000000.0,,,,244000000.0,294000000.0,74000000.0,,220000000.0,,709000000.0,953000000.0
2024-12-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,-217000000.0,2120000000.0,4229000000.0,2109000000.0,2109000000.0,-29000000.0,302000000.0,271000000.0,2149000000.0,,-287000000.0,,763000000.0,,,,269000000.0,-247000000.0,28000000.0,,-275000000.0,,893000000.0,1162000000.0
2024-09-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,-437000000.0,2148000000.0,4331000000.0,2183000000.0,2183000000.0,-51000000.0,298000000.0,240000000.0,2199000000.0,,-272000000.0,,272000000.0,,,,259000000.0,-321000000.0,69000000.0,,-390000000.0,,-52000000.0,207000000.0
2024-06-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,-846000000.0,2024000000.0,4164000000.0,2140000000.0,2140000000.0,-5000000.0,283000000.0,269000000.0,2029000000.0,,-241000000.0,,241000000.0,,,,259000000.0,-244000000.0,630000000.0,,-874000000.0,,-13000000.0,246000000.0
2024-03-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,-139000000.0,1771000000.0,3819000000.0,2048000000.0,2048000000.0,-218000000.0,278000000.0,242000000.0,1989000000.0,,-250000000.0,,250000000.0,,,,272000000.0,-471000000.0,-52000000.0,,-419000000.0,,-217000000.0,55000000.0
